1.310000,10.010000
1.320000,10.020000
1.330000,10.030000
1.340000,10.040000
1.350000,10.050000
1.360000,10.060000
1.370000,10.070000
1.380000,10.080000
1.390000,10.090000
1.400000,10.100000
1.410000,10.110000
1.420000,10.120000
1.430000,10.130000
1.440000,10.140000
1.450000,10.150000
1.460000,10.160000
1.470000,10.170000
1.480000,10.180000
1.490000,10.190000
1.500000,10.200000
1.510000,10.210000
1.520000,10.220000
1.530000,10.230000
1.540000,10.240000
1.550000,10.250000
1.560000,10.260000
1.570000,10.270000
1.580000,10.280000
1.590000,10.290000
1.600000,10.300000
1.610000,10.310000
1.620000,10.320000
1.630000,10.330000
1.630000,10.340000
1.630000,10.350000
1.630000,10.360000
1.630000,10.370000
1.630000,10.380000
1.630000,10.390000
1.630000,10.400000
1.630000,10.410000
1.630000,10.420000
1.630000,10.430000
1.630000,10.440000
1.630000,10.450000
1.630000,10.460000
1.630000,10.470000
1.630000,10.480000
1.630000,10.490000
1.630000,10.500000
1.630000,10.510000
1.630000,10.520000
1.630000,10.530000
1.630000,10.540000
1.630000,10.550000
1.630000,10.560000
1.630000,10.570000
1.630000,10.580000
1.630000,10.590000
1.630000,10.600000
1.630000,10.610000
1.630000,10.620000
1.630000,10.630000
1.630000,10.640000
1.630000,10.650000
1.630000,10.660000
1.630000,10.670000
1.630000,10.680000
1.630000,10.690000
1.630000,10.700000
1.630000,10.710000
1.630000,10.720000
1.630000,10.730000
1.630000,10.740000
1.630000,10.750000
1.630000,10.760000
1.630000,10.770000
1.630000,10.780000
1.630000,10.790000
1.630000,10.800000
1.630000,10.810000
1.630000,10.820000
1.630000,10.830000
1.630000,10.840000
1.630000,10.850000
1.630000,10.860000
1.630000,10.870000
1.630000,10.880000
1.630000,10.890000
1.630000,10.900000
1.630000,10.910000
1.630000,10.920000
1.620000,10.930000
1.620000,10.940000
1.620000,10.950000
1.620000,10.960000
1.620000,10.970000
1.620000,10.980000
1.620000,10.990000
1.620000,11.000000
1.620000,11.010000
1.620000,11.020000
1.620000,11.030000
1.620000,11.040000
1.620000,11.050000
1.620000,11.060000
1.620000,11.070000
1.620000,11.080000
1.620000,11.090000
1.620000,11.100000
1.620000,11.110000
1.620000,11.120000
1.620000,11.130000
1.620000,11.140000
1.620000,11.150000
1.620000,11.160000
1.620000,11.170000
1.620000,11.180000
1.620000,11.190000
1.620000,11.200000
1.620000,11.210000
1.620000,11.220000
1.620000,11.230000
1.620000,11.240000
1.620000,11.250000
1.620000,11.260000
1.620000,11.270000
1.620000,11.280000
1.620000,11.290000
1.620000,11.300000
1.620000,11.310000
1.620000,11.320000
1.620000,11.330000
1.620000,11.340000
1.620000,11.350000
1.620000,11.360000
1.620000,11.370000
1.620000,11.380000
1.620000,11.390000
1.620000,11.400000
1.620000,11.410000
1.620000,11.420000
1.620000,11.430000
1.620000,11.440000
1.620000,11.450000
1.620000,11.460000
1.620000,11.470000
1.620000,11.480000
1.620000,11.490000
1.620000,11.500000
1.620000,11.510000
1.620000,11.520000
1.620000,11.530000
1.620000,11.540000
1.620000,11.550000
1.620000,11.560000
1.620000,11.570000
1.620000,11.580000
1.620000,11.590000
1.610000,11.600000
1.610000,11.610000
1.610000,11.620000
1.610000,11.630000
1.610000,11.640000
1.610000,11.650000
1.610000,11.660000
1.610000,11.670000
1.610000,11.680000
1.610000,11.690000
1.610000,11.700000
1.610000,11.710000
1.610000,11.720000
1.610000,11.730000
1.610000,11.740000
1.610000,11.750000
1.610000,11.760000
1.610000,11.770000
1.610000,11.780000
1.610000,11.790000
1.610000,11.800000
1.610000,11.810000
1.610000,11.820000
1.610000,11.830000
1.610000,11.840000
1.610000,11.850000
1.610000,11.860000
1.610000,11.870000
1.610000,11.880000
1.610000,11.890000
1.610000,11.900000
1.610000,11.910000
1.610000,11.920000
1.610000,11.930000
1.610000,11.940000
1.610000,11.950000
1.610000,11.960000
1.610000,11.970000
1.610000,11.980000
1.610000,11.990000
1.610000,12.000000
1.610000,12.010000
1.610000,12.020000
1.610000,12.030000
1.610000,12.040000
1.610000,12.050000
1.610000,12.060000
1.610000,12.070000
1.610000,12.080000
1.610000,12.090000
1.610000,12.100000
1.610000,12.110000
1.610000,12.120000
1.610000,12.130000
1.610000,12.140000
1.610000,12.150000
1.610000,12.160000
1.610000,12.170000
1.610000,12.180000
1.610000,12.190000
1.610000,12.200000
1.610000,12.210000
1.610000,12.220000
1.610000,12.230000
1.610000,12.240000
1.610000,12.250000
1.610000,12.260000
1.600000,12.270000
1.600000,12.280000
1.600000,12.290000
1.600000,12.300000
1.600000,12.310000
1.600000,12.320000
1.600000,12.330000
1.600000,12.340000
1.600000,12.350000
1.600000,12.360000
1.600000,12.370000
1.600000,12.380000
1.600000,12.390000
1.600000,12.400000
1.600000,12.410000
1.600000,12.420000
1.600000,12.430000
1.600000,12.440000
1.600000,12.450000
1.600000,12.460000
1.600000,12.470000
1.600000,12.480000
1.600000,12.490000
1.600000,12.500000
1.600000,12.510000
1.600000,12.520000
1.600000,12.530000
1.600000,12.540000
1.600000,12.550000
1.600000,12.560000
